There are 180,350 different words in the collocation database for this query (Query "{stellen/V}" (case-sensitive) returned 249,044 matches in 197,633 different texts)  
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts
4281	Wiese	5825	31.879	38	38
4282	aufnehmen	11922	65.246	38	38
4283	deutsches	5020	27.473	38	37
4284	dorthin	7259	39.727	38	36
4285	e.V.	8558	46.836	38	38
4286	eigens	7452	40.783	38	38
4287	entspricht	14229	77.872	38	38
4288	erfolgreiche	7556	41.352	38	38
4289	erfolgreichen	8419	46.075	38	38
4290	erneute	4754	26.018	38	38
4291	Erstens	6155	33.685	38	37
4292	Existenzberechtigung	655	3.585	38	38
4293	Fahrt	12367	67.682	38	38
4294	Fahrzeug	4264	23.336	38	38
4295	Fraktionsvorsitzende	4703	25.739	38	38
4296	Füßen	7964	43.585	38	38
4297	Geschäftsführung	4526	24.77	38	38
4298	Gnadengesuch	446	2.441	38	35
4299	Grundsätze	2947	16.128	38	36
4300	Gruppierungen	4737	25.925	38	37
4301	Kampnagel	4703	25.739	38	35
4302	Kanada	10066	55.089	38	38
4303	Kandidatur	7998	43.771	38	38
4304	Kapitän	6546	35.825	38	37
4305	Karl-Heinz	5301	29.011	38	37
4306	Klar	11291	61.793	38	37
4307	tat	9591	52.489	38	37
4308	unentgeltlich	697	3.815	38	38
4309	unverzüglich	3179	17.398	38	38
4310	versprach	9399	51.439	38	38
4311	vieles	10035	54.919	38	38
4312	vierte	7693	42.102	38	36
4313	wohin	8164	44.68	38	38
4314	Ämter	4355	23.834	38	38
4315	Änderungen	6472	35.42	38	38
4316	ältere	10588	57.946	38	38
4317	überdies	3489	19.095	38	38
4318	überwiegend	12197	66.751	38	38
4319	Kunstverein	2614	14.306	38	37
4320	Lande	11273	61.695	38	38
4321	LehrerInnen	5810	31.797	38	37
4322	Motor	4364	23.883	38	37
4323	Na	14382	78.71	38	38
4324	Nationalismus	5298	28.995	38	38
4325	Respekt	10198	55.811	38	37
4326	Ring	6879	37.647	38	38
4327	Rostock	10139	55.489	38	38
4328	Rühe	4565	24.983	38	37
4329	Schwarze	8056	44.089	38	38
4330	Schwester	12449	68.131	38	38
4331	Show	11457	62.702	38	38
4332	Signale	4241	23.21	38	38
4333	Situationen	6754	36.963	38	38
4334	Song	9598	52.528	38	38
4335	Songs	12776	69.92	38	36
4336	Start	13640	74.649	38	37
4337	TU	5691	31.146	38	37
4338	Tanz	11216	61.383	38	36
4339	Teheran	9437	51.647	38	37
4340	Telegramm	7176	39.273	38	38
4341	Test	6432	35.201	38	37
4342	Türen	10689	58.499	38	38
4343	Umfragen	8644	47.307	38	38
4344	Vera	4942	27.047	38	38
4345	Verstöße	3147	17.223	38	38
4346	Schäfer	6813	37.286	37	35
4347	Spenden	9974	54.586	37	37
4348	Straftaten	9575	52.402	37	36
4349	Struck	3913	21.415	37	37
4350	Tendenz	8298	45.413	37	37
4351	Todesstrafe	6916	37.85	37	37
4352	Traum	16896	92.468	37	37
4353	Umfeld	11288	61.777	37	37
4354	Vereinbarung	8949	48.976	37	37
4355	Verständnis	16370	89.589	37	37
4356	Verurteilung	7306	39.984	37	37
4357	Vorgaben	6458	35.343	37	37
4358	Wieso	5776	31.611	37	37
4359	Wirtschaftsministerium	2947	16.128	37	37
4360	Zeichnungen	5760	31.523	37	37
4361	Zuerst	6556	35.88	37	37
4362	Zuschüsse	6087	33.313	37	37
4363	abgeben	9568	52.364	37	37
4364	besetzten	15380	84.171	37	37
4365	bestehende	6619	36.224	37	37
4366	deine	5904	32.311	37	34
4367	digitale	3057	16.73	37	36
4368	entscheidet	11992	65.63	37	37
4369	350	6427	35.174	37	37
4370	4.000	9664	52.889	37	37
4371	6.000	7590	41.538	37	37
4372	Airbus	5167	28.278	37	37
4373	Albrecht	5932	32.465	37	36
4374	Anhörung	6555	35.874	37	36
4375	Anschluß	5893	32.251	37	36
4376	Arbeitsplätzen	6576	35.989	37	37
4377	Armen	10717	58.652	37	37
4378	Ausreiseanträge	94	0.514	37	35
4379	Außenpolitik	7145	39.103	37	36
4380	Außer	7873	43.087	37	37
4381	Bergmann	4098	22.427	37	35
4382	Besetzer	3449	18.876	37	37
4383	Betrachter	4638	25.383	37	37
4384	Bewertung	5411	29.613	37	37
4385	Block	6424	35.157	37	37
4386	Christina	4466	24.441	37	36
4387	Denkmal	7787	42.617	37	36
4388	Dienstleistungen	5941	32.514	37	37
4389	Dritte	6557	35.885	37	37
4390	Einsicht	7147	39.114	37	37
4391	fest.	245	1.341	37	37
4392	frage	5847	31.999	37	36
4393	fährt	20077	109.877	37	37
4394	gaben	12555	68.711	37	37
4395	gelingt	16163	88.457	37	37
4396	gemeint	13437	73.538	37	37
4397	geschieht	10530	57.628	37	37
4398	globale	5110	27.966	37	37
4399	inklusive	8712	47.679	37	37
4400	kritisieren	10184	55.735	37	36
4401	leise	7939	43.448	37	37
4402	normale	9485	51.909	37	37
4403	nötige	5295	28.978	37	37
4404	parlamentarischen	6299	34.473	37	37
4405	passieren	15798	86.459	37	37
4406	pauschal	3006	16.451	37	37
4407	schicken	15445	84.527	37	37
4408	schließt	12702	69.515	37	37
4409	sichtbar	10351	56.649	37	37
4410	Montagabend	4364	23.883	37	37
4411	Nachrichtenagentur	10147	55.532	37	37
4412	Nürnberger	4924	26.948	37	37
4413	Oberverwaltungsgericht	4132	22.614	37	34
4414	Ole	6784	37.127	37	36
4415	Oppositionsparteien	4000	21.891	37	37
4416	PKK	8585	46.984	37	37
4417	Polizeipräsident	4190	22.931	37	36
4418	Prognosen	4663	25.52	37	37
4419	Einzelfall	6051	33.116	37	36
4420	Engel	7148	39.119	37	37
4421	Erhalt	9626	52.681	37	37
4422	Ersten	8348	45.687	37	37
4423	Fazit	7421	40.614	37	37
4424	Festivals	6482	35.475	37	37
4425	Flugzeuge	5641	30.872	37	37
4426	Folter	8837	48.363	37	37
4427	Franke	3877	21.218	37	35
4428	Fünftel	4143	22.674	37	36
4429	Gesellschaften	7524	41.177	37	36
4430	Gewissen	8341	45.648	37	36
4431	Golf	10101	55.281	37	37
4432	Gregor	6484	35.486	37	35
4433	Henkel	3479	19.04	37	36
4434	Initiatoren	4298	23.522	37	37
4435	Innenbehörde	3680	20.14	37	37
4436	Joseph	8763	47.958	37	37
4437	Justizsenator	2733	14.957	37	37
4438	Jutta	6672	36.514	37	37
4439	Klischees	6067	33.203	37	36
4440	sorgt	15335	83.925	37	37
4441	späten	11044	60.441	37	37
4442	teils	9677	52.96	37	34
4443	umfangreiches	1625	8.893	37	37
4444	verblüfft	1414	7.739	37	37
4445	verfügt	12794	70.019	37	37
4446	vergeblich	9653	52.829	37	37
4447	verschärft	7120	38.966	37	37
4448	vorsorglich	2732	14.952	37	37
4449	warnte	13637	74.632	37	37
4450	woher	4660	25.503	37	37
4451	zweier	10832	59.281	37	37
4452	zweifellos	5232	28.634	37	37
4453	Öcalan	2895	15.844	37	31
4454	ökonomische	6464	35.376	37	37
4455	u.a.	8866	48.522	36	36
4456	vorgestern	4716	25.81	36	36
4457	vorläufigen	3874	21.202	36	36
4458	vorsichtig	8327	45.572	36	35
4459	vorstellen	24475	133.946	36	36
4460	weiblichen	7700	42.14	36	35
4461	weltweiten	7578	41.473	36	36
4462	zufällig	10512	57.53	36	36
4463	örtlichen	7349	40.219	36	36
4464	überzeugt	20033	109.636	36	36
4465	38	11189	61.235	36	36
4466	47	7346	40.203	36	35
4467	56	5819	31.846	36	36
4468	ANC	5622	30.768	36	36
4469	Albert	7410	40.553	36	36
4470	Alte	10166	55.636	36	36
4471	Angehörige	8363	45.769	36	36
4472	Ankündigung	8940	48.927	36	36
4473	Annahme	5918	32.388	36	36
4474	Anzahl	9521	52.106	36	36
4475	Arm	13154	71.989	36	36
4476	Ausdruck	18671	102.182	36	36
4477	Ausgang	7520	41.155	36	35
4478	Autorinnen	2036	11.143	36	36
4479	Bayer	8348	45.687	36	35
4480	Beate	4349	23.801	36	35
4481	Bin	7316	40.039	36	36
4482	Buches	6892	37.718	36	35
4483	C.	5898	32.278	36	34
4484	CDU-Fraktion	4383	23.987	36	35
4485	CDU-Politiker	3732	20.424	36	35
4486	Chinesen	7269	39.782	36	36
4487	Chirac	6142	33.614	36	34
4488	Dusche	1808	9.895	36	34
4489	Ehepaar	4888	26.751	36	35
4490	Einnahmen	12332	67.49	36	35
4491	Ressort	4414	24.157	36	34
4492	Rettung	8648	47.329	36	36
4493	Seinen	5980	32.727	36	36
4494	Silke	4020	22.001	36	34
4495	Sockel	1661	9.09	36	35
4496	Staatschef	6871	37.603	36	35
4497	Staatspräsidenten	3819	20.901	36	36
4498	Stadtteil	12955	70.9	36	34
4499	Strauß	7013	38.381	36	35
4500	Streiks	7950	43.509	36	36
4501	Studio	7995	43.755	36	36
4502	Stuttgarter	8987	49.184	36	36
4503	TV	9355	51.198	36	35
4504	TeilnehmerInnen	4265	23.341	36	36
4505	Teller	3086	16.889	36	36
4506	Theaters	8285	45.342	36	35
4507	UND	13755	75.278	36	36
4508	Umfang	8952	48.992	36	36
4509	Unternehmens	9670	52.922	36	36
4510	Untersuchungsausschuss	4161	22.772	36	36
4511	Untersuchungsausschuß	4019	21.995	36	36
4512	Wald	13855	75.825	36	35
4513	Wedemeier	5584	30.56	36	36
4514	Weltrekord	1810	9.906	36	35
4515	a	19743	108.049	36	34
4516	angegriffen	10406	56.95	36	36
4517	bekannten	13102	71.704	36	36
4518	dauerhaft	5237	28.661	36	35
4519	durchzusetzen	9610	52.593	36	36
4520	einziger	9780	53.524	36	35
4521	endgültige	6527	35.721	36	36
4522	Einzelnen	4104	22.46	36	35
4523	Existenzrecht	548	2.999	36	36
4524	Freiheitsberaubung	1116	6.108	36	34
4525	G.	6858	37.532	36	36
4526	GEW	6968	38.134	36	36
4527	Gefahren	8080	44.22	36	36
4528	Geist	13464	73.685	36	35
4529	Gisela	4288	23.467	36	35
4530	Gleichwohl	3514	19.231	36	35
4531	Heike	6139	33.597	36	36
4532	Hertha	10651	58.291	36	36
4533	Herzog	6443	35.261	36	33
4534	Himmel	21025	115.065	36	36
4535	Hinzu	8297	45.408	36	36
4536	Humor	9573	52.391	36	35
4537	Händler	7617	41.686	36	36
4538	IV	9218	50.448	36	36
4539	Innerhalb	6077	33.258	36	36
4540	Insbesondere	6386	34.949	36	36
4541	KandidatInnen	1720	9.413	36	34
4542	Kilo	8600	47.066	36	36
4543	Klimawandel	4431	24.25	36	34
4544	Kliniken	6126	33.526	36	36
4545	frisch	13229	72.399	36	36
4546	geheime	3812	20.862	36	34
4547	gelungen	19471	106.56	36	36
4548	gerät	12519	68.514	36	36
4549	gestiegen	14018	76.717	36	36
4550	gleichermaßen	6508	35.617	36	36
4551	jahrelang	11535	63.129	36	36
4552	jegliche	6258	34.249	36	36
4553	juristische	5365	29.361	36	36
4554	katholische	7372	40.345	36	36
4555	kühl	3074	16.823	36	35
4556	nackt	3862	21.136	36	35
4557	religiösen	9045	49.501	36	36
4558	rote	11172	61.142	36	36
4559	roten	14834	81.183	36	36
4560	saß	14251	77.993	36	36
4561	scheiterte	7438	40.707	36	36
4562	schlägt	20402	111.656	36	36
4563	sinnvoll	11410	62.444	36	36
4564	Kongo	10739	58.772	36	36
4565	Kroatien	9418	51.543	36	36
4566	Lediglich	6414	35.102	36	36
4567	Lehmann	5904	32.311	36	33
4568	Magdeburg	7610	41.648	36	36
4569	Olympia	7528	41.199	36	32
4570	Operation	8067	44.149	36	36
4571	Pastor	4272	23.38	36	35
4572	Provokation	4909	26.866	36	36
4573	Prozesses	4686	25.645	36	36
4574	Qualitäten	3500	19.155	36	36
4575	Kommando	3979	21.776	35	35
4576	Komponisten	5118	28.01	35	35
4577	Kontrollen	6735	36.859	35	35
4578	Kriegsverbrechen	3353	18.35	35	34
4579	Labor	3724	20.381	35	35
4580	Leiterin	6529	35.732	35	35
4581	Lieber	6307	34.517	35	35
4582	Los	12285	67.233	35	34
4583	Marktplatz	4966	27.178	35	35
4584	Maschine	8377	45.845	35	35
4585	Menschenrechtsverletzungen	5471	29.942	35	35
4586	Mikrofon	3215	17.595	35	35
4587	Niveau	13494	73.85	35	35
4588	Oberstaatsanwalt	3404	18.629	35	35
4589	PLO	5718	31.293	35	34
4590	Parteiführung	3160	17.294	35	34
4591	Peters	4601	25.18	35	30
4592	Polizeibeamte	3700	20.249	35	35
4593	Professoren	6371	34.867	35	35
4594	Präsidium	4013	21.962	35	34
4595	Rad	6768	37.04	35	35
4596	Rechtsstaat	3706	20.282	35	35
4597	Reisen	9850	53.907	35	34
4598	Rentner	7277	39.825	35	34
4599	Rollen	8076	44.198	35	35
4600	Rote	9100	49.802	35	35
4601	S-Bahn	8185	44.795	35	32
4602	Schritte	12375	67.726	35	35
4603	Sorge	13964	76.422	35	35
4604	Sowohl	7333	40.132	35	35
4605	Stabilität	6009	32.886	35	34
4606	Strich	9197	50.333	35	35
4607	Taliban	9979	54.613	35	31
4608	Tim	7453	40.789	35	35
4609	Tokio	9497	51.975	35	35
4610	Verleger	5867	32.109	35	35
4611	Vertrauensabstimmung	328	1.795	35	34
4612	stimmen	11938	65.334	35	35
4613	straffrei	1095	5.993	35	35
4614	unabhängigen	8957	49.02	35	34
4615	verabschiedet	16577	90.722	35	35
4616	vernünftige	3391	18.558	35	34
4617	verschiedener	7210	39.459	35	35
4618	verständlich	6245	34.178	35	35
4619	versuchten	12548	68.672	35	35
4620	vorgelegt	13955	76.373	35	35
4621	wem	8217	44.97	35	35
4622	zivile	5003	27.38	35	35
4623	Änderungsanträge	402	2.2	35	34
4624	Ökologie	5499	30.095	35	35
4625	Übergangsregierung	2973	16.271	35	34
4626	42	9624	52.67	35	35
4627	44	8948	48.97	35	33
4628	48	10086	55.198	35	35
4629	Acht	6920	37.872	35	35
4630	Anna	9988	54.662	35	35
4631	Arsenal	5354	29.301	35	35
4632	Australien	9823	53.759	35	35
4633	Beschlüsse	5303	29.022	35	35
4634	Beschäftigte	9340	51.116	35	35
4635	Betr.	13005	71.173	35	35
4636	Bischof	6554	35.869	35	34
4637	Blut	14604	79.924	35	34
4638	Braun	5894	32.257	35	33
4639	Bundesbank	3940	21.563	35	31
4640	Bundestagsabgeordnete	5030	27.528	35	35
4641	DVU	6784	37.127	35	33
4642	Darf	3190	17.458	35	35
4643	Dichter	8918	48.806	35	34
4644	Diplomaten	6564	35.923	35	34
4645	fort	12596	68.935	35	35
4646	fragte	14540	79.574	35	35
4647	garantiert	10705	58.586	35	35
4648	gezwungen	15582	85.277	35	35
4649	hast	10795	59.079	35	35
4650	hiermit	1731	9.473	35	35
4651	inhaltliche	4380	23.971	35	35
4652	inneren	9138	50.01	35	34
4653	insofern	4763	26.067	35	35
4654	irgendwo	14048	76.882	35	35
4655	kurdischen	7983	43.689	35	35
4656	legen	19566	107.08	35	35
4657	momentan	7425	40.635	35	35
4658	nachmittag	7595	41.566	35	35
4659	nachts	11387	62.319	35	35
4660	schwieriger	6867	37.582	35	35
4661	Vorurteile	5289	28.946	35	34
4662	Wohnen	6308	34.522	35	35
4663	Wände	6619	36.224	35	35
4664	Zeitraum	8997	49.239	35	35
4665	allgemeine	8138	44.537	35	35
4666	allmählich	6887	37.691	35	34
4667	anschließenden	3397	18.591	35	35
4668	antworten	4174	22.843	35	35
4669	arabische	6305	34.506	35	35
4670	aufgerufen	13482	73.784	35	35
4671	begleitet	13994	76.586	35	35
4672	begrüßt	9615	52.621	35	35
4673	beides	6692	36.624	35	35
4674	beobachtet	12461	68.196	35	35
4675	dran	13568	74.255	35	35
4676	einzelner	5320	29.115	35	34
4677	empört	8213	44.948	35	35
4678	eng	13399	73.33	35	35
4679	erfreut	4358	23.85	35	35
4680	erläutert	7975	43.645	35	35
4681	Erhöhung	12518	68.508	35	35
4682	Existenzfrage	184	1.007	35	35
4683	Freiburg	8980	49.146	35	34
4684	Fücks	4056	22.198	35	33
4685	Geburtstag	15236	83.383	35	35
4686	Gemälde	5198	28.448	35	35
4687	Gorleben	6890	37.707	35	34
4688	Karlsruher	5480	29.991	35	35
4689	Know-how	2021	11.061	35	35
4690	Elite	5440	29.772	34	34
4691	Empörung	7589	41.533	34	34
4692	Erwin	6143	33.619	34	34
4693	Feind	8016	43.87	34	33
4694	Fusion	10643	58.247	34	33
4695	Fähigkeit	6256	34.238	34	34
4696	Google	2976	16.287	34	28
4697	Gottes	7488	40.98	34	33
4698	Gouverneur	4532	24.803	34	34
4699	Hahn	5488	30.035	34	34
4700	Handy	6113	33.455	34	34
4701	Helfer	6454	35.321	34	34
4702	Hinblick	5465	29.909	34	34
4703	Holz	8622	47.186	34	32
4704	INTERVIEW	12919	70.703	34	34
4705	Ideologie	6974	38.167	34	34
4706	Installation	5153	28.201	34	32
4707	José	5752	31.479	34	34
4708	Jung	5884	32.202	34	34
4709	sozialdemokratischen	5399	29.548	34	34
4710	sozialistischen	8537	46.721	34	34
4711	steigt	17324	94.81	34	34
4712	tatsächlichen	4171	22.827	34	33
4713	traditionell	7522	41.166	34	34
4714	unterwegs	15692	85.879	34	34
4715	vertritt	7982	43.684	34	34
4716	vorgestellt	16025	87.701	34	34
4717	wachsende	5882	32.191	34	34
4718	weshalb	9072	49.649	34	34
4719	zahlt	11419	62.494	34	33
4720	zweitgrößte	2336	12.784	34	33
4721	Ökonomie	6505	35.6	34	34
4722	überprüfen	8818	48.259	34	34
4723	Kolumbien	5594	30.615	34	33
4724	Kommunikation	9913	54.252	34	33
4725	Kultursenatorin	2868	15.696	34	34
4726	Letzte	6588	36.055	34	34
4727	Litauen	3998	21.88	34	32
4728	Lübeck	9705	53.113	34	33
4729	Medizin	7279	39.836	34	33
4730	Nachwuchs	8062	44.122	34	34
4731	Normalerweise	3370	18.443	34	34
4732	Offensive	8532	46.694	34	32
4733	Offiziell	4406	24.113	34	34
4734	Ordner	1728	9.457	34	33
4735	Orte	9153	50.092	34	34
4736	Orten	8743	47.849	34	34
4737	Per	4313	23.604	34	34
4738	Polizeisprecher	5619	30.752	34	34
4739	Porträts	3270	17.896	34	34
4740	Reaktionen	10050	55.001	34	34
4741	Rente	9853	53.923	34	32
4742	Schwere	3560	19.483	34	32
4743	Seither	6280	34.369	34	34
4744	Spannung	9302	50.908	34	34
4745	Steinbrück	5171	28.3	34	33
4746	Summen	4445	24.327	34	33
4747	Symbole	3842	21.026	34	33
4748	Treuhand	6145	33.63	34	34
4749	US-amerikanische	4743	25.957	34	34
4750	Ulla	4246	23.237	34	34
4751	Ultimaten	209	1.144	34	31
4752	Ursache	11535	63.129	34	33
4753	Vereins	9508	52.035	34	34
4754	Verfassungsgericht	4901	26.822	34	34
4755	Verlängerung	10120	55.385	34	34
4756	Verpflichtung	6193	33.893	34	34
4757	Vietnam	7765	42.496	34	34
4758	Vorstoß	7624	41.724	34	34
4759	Warschau	7154	39.152	34	34
4760	Web	2042	11.175	34	34
4761	Weiß	7341	40.176	34	31
4762	Wieland	4064	22.241	34	34
4763	akzeptiert	10592	57.968	34	34
4764	anfangs	6533	35.754	34	34
4765	armen	8839	48.374	34	34
4766	aussehen	13281	72.684	34	34
4767	begeistert	12017	65.766	34	34
4768	böse	10739	58.772	34	34
4769	dicht	10215	55.904	34	32
4770	durchsetzen	15261	83.52	34	34
4771	einig	16160	88.44	34	34
4772	erhöhte	5768	31.567	34	33
4773	*	12731	69.674	34	22
4774	65	9169	50.18	34	34
4775	95	7819	42.792	34	34
4776	Ach	12241	66.992	34	34
4777	Allen	7379	40.384	34	34
4778	Annan	4126	22.581	34	34
4779	Appell	6053	33.127	34	34
4780	Atmosphäre	13662	74.769	34	33
4781	Ausländerbeauftragte	2798	15.313	34	32
4782	Balkon	3837	20.999	34	34
4783	Betten	4490	24.573	34	34
4784	Bundesinnenminister	4772	26.116	34	34
4785	Bundesliga	10740	58.778	34	34
4786	Böse	7953	43.525	34	34
4787	Coach	5516	30.188	34	34
4788	Daimler	5327	29.154	34	33
4789	Donnerstagabend	3472	19.002	34	34
4790	Ebenfalls	5674	31.053	34	34
4791	Ehre	9124	49.934	34	34
4792	gefördert	11814	64.655	34	34
4793	gegebenenfalls	2654	14.525	34	34
4794	gelegentlich	8911	48.768	34	34
4795	gelernt	17113	93.656	34	33
4796	geltende	4256	23.292	34	34
4797	gesichert	11630	63.648	34	34
4798	gezielt	7969	43.613	34	34
4799	großem	8701	47.619	34	34
4800	grundlegende	3396	18.586	34	34
4801	hab	16703	91.412	34	34
4802	herrschende	2232	12.215	34	34
4803	islamistischen	4235	23.177	34	34
4804	neuem	6477	35.447	34	34
4805	prüft	5077	27.785	34	34
4806	rechtsextreme	4041	22.116	34	34
4807	riesige	8158	44.647	34	34
4808	schlug	14210	77.768	34	34
4809	explizit	3627	19.85	33	32
4810	finanzieren	12491	68.36	33	33
4811	freundlich	8174	44.735	33	33
4812	gebeten	11827	64.727	33	33
4813	genehmigt	7486	40.969	33	33
4814	geprüft	9969	54.558	33	33
4815	gewissermaßen	4226	23.128	33	33
4816	glücklich	12801	70.057	33	33
4817	greift	11942	65.356	33	33
4818	gründlich	5806	31.775	33	33
4819	gänzlich	7025	38.446	33	33
4820	hamburg	4970	27.2	33	33
4821	jenes	7451	40.778	33	33
4822	klein	13649	74.698	33	33
4823	kontrolliert	10128	55.428	33	33
4824	künstlerischen	6755	36.969	33	33
4825	leere	4709	25.771	33	33
4826	liefern	11788	64.513	33	33
4827	mietfrei	226	1.237	33	32
4828	männliche	6043	33.072	33	33
4829	regionalen	7012	38.375	33	32
4830	riesigen	10608	58.055	33	33
4831	schnelle	8905	48.735	33	33
4832	Komitee	4861	26.603	33	32
4833	Kündigung	7706	42.173	33	33
4834	Landesvorsitzende	3818	20.895	33	32
4835	Lehre	8747	47.87	33	31
4836	Loch	8571	46.907	33	32
4837	Mainz	7127	39.005	33	32
4838	Mission	8045	44.029	33	33
4839	Mund	13943	76.307	33	32
4840	Nachhinein	2476	13.551	33	33
4841	Objekt	6490	35.518	33	33
4842	Oldenburger	4994	27.331	33	32
4843	Ostdeutschland	8417	46.064	33	32
4844	Polens	5630	30.812	33	33
4845	Prüfer	1287	7.044	33	33
4846	Elemente	7125	38.994	33	33
4847	Entsorgung	4121	22.553	33	33
4848	Erstaunen	1689	9.244	33	33
4849	FAZ	6216	34.019	33	31
4850	FU	6851	37.494	33	33
4851	Fuchs	6399	35.02	33	33
4852	Fördermittel	2280	12.478	33	33
4853	Geburt	9796	53.611	33	33
4854	Guido	5663	30.992	33	33
4855	HSV	11084	60.66	33	33
4856	Heide	8199	44.871	33	33
4857	Instituts	9118	49.901	33	33
4858	Intervention	6663	36.465	33	31
4859	Katrin	5448	29.816	33	33
4860	steckt	17932	98.138	33	33
4861	traf	14334	78.447	33	33
4862	täglichen	6310	34.533	33	33
4863	vergeben	12004	65.695	33	33
4864	vermeiden	14445	79.054	33	33
4865	vierzig	7202	39.415	33	33
4866	wagt	4291	23.484	33	33
4867	wächst	15391	84.232	33	33
4868	zueinander	2994	16.386	33	33
4869	zählen	12262	67.107	33	33
4870	ändert	9090	49.748	33	33
4871	äußern	11495	62.91	33	33
4872	überraschende	2869	15.701	33	33
4873	34	11038	60.409	33	33
4874	400.000	4844	26.51	33	32
4875	Abbau	10275	56.233	33	33
4876	Aspekte	5622	30.768	33	33
4877	Asta	2167	11.86	33	29
4878	Auflage	8984	49.167	33	33
4879	Behinderte	5098	27.9	33	32
4880	Berlusconi	7840	42.907	33	32
4881	Björn	3828	20.95	33	33
4882	Brown	5344	29.247	33	32
4883	Charles	8480	46.409	33	33
4884	Debatten	7557	41.358	33	33
4885	Dimension	6478	35.453	33	33
4886	Einbrecher	1271	6.956	33	31
4887	Einem	5267	28.825	33	33
4888	Rose	6173	33.783	33	33
4889	Sachverhalt	1876	10.267	33	33
4890	Sager	3302	18.071	33	32
4891	Saudi-Arabien	6072	33.231	33	31
4892	Schwerpunkt	9498	51.98	33	33
4893	Schwule	7091	38.807	33	32
4894	Sicherheitsrat	4942	27.047	33	32
4895	Signal	10637	58.214	33	32
4896	Simon	7423	40.624	33	33
4897	Steuerreform	5344	29.247	33	33
4898	Transparenz	5973	32.689	33	33
4899	Trauer	6224	34.063	33	33
4900	Trio	4790	26.215	33	33
4901	Umständen	9953	54.471	33	33
4902	Van	5030	27.528	33	32
4903	Varianten	3002	16.429	33	33
4904	Verlust	15727	86.07	33	33
4905	Vernehmung	3567	19.521	33	33
4906	Villa	7068	38.682	33	32
4907	Voigt	3615	19.784	33	32
4908	Volksbegehren	4663	25.52	33	31
4909	Vorstandsmitglied	4152	22.723	33	33
4910	Völlig	3937	21.546	33	31
4911	WDR	6275	34.342	33	32
4912	Wilfried	5278	28.885	33	32
4913	Wirtschaftspolitik	5474	29.958	33	33
4914	Zuhörer	4654	25.47	33	32
4915	Zuschauern	9070	49.638	33	33
4916	auseinander	11006	60.233	33	33
4917	beantragt	10071	55.116	33	33
4918	begannen	7413	40.57	33	33
4919	behaupten	14232	77.889	33	33
4920	dient	11362	62.182	33	33
4921	echten	9065	49.611	33	33
4922	epd	10247	56.08	33	33
4923	ermordet	12071	66.062	33	33
4924	ermöglichen	12101	66.226	33	32
4925	ethnische	3807	20.835	33	33
4926	Voscherau	5354	29.301	32	31
4927	Väter	7377	40.373	32	32
4928	Völker	8397	45.955	32	32
4929	Waffe	8149	44.598	32	32
4930	Weiche	451	2.468	32	31
4931	Wiedervereinigung	7370	40.334	32	32
4932	Wäre	8268	45.249	32	32
4933	abgesehen	9064	49.605	32	32
4934	antwortete	6162	33.723	32	32
4935	aufmerksam	12601	68.962	32	32
4936	behalten	12016	65.761	32	32
4937	beklagt	8034	43.968	32	32
4938	bemüht	14370	78.644	32	32
4939	bereitwillig	1616	8.844	32	32
4940	binnen	7095	38.829	32	32
4941	dachte	14111	77.226	32	32
4942	dokumentiert	8172	44.724	32	32
4943	drohte	9198	50.339	32	32
4944	einfachen	8268	45.249	32	31
4945	endet	12440	68.081	32	32
4946	erschien	14415	78.89	32	32
4947	ersetzt	10616	58.099	32	32
4948	Engholm	3025	16.555	32	29
4949	Ergänzung	2551	13.961	32	32
4950	Ersatz	5476	29.969	32	31
4951	F.	6954	38.058	32	30
4952	Gebrauch	7379	40.384	32	32
